时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,上导轴承出油边.最高温度,下导轴瓦进油边.最高温度,水导瓦温.最高温度,导叶开度,水头
1516495980,65.41554,66.6045,122.62643,120.43807,88.686874,86.97799,5.962,2.929,3.912,2.904,8.938,9.909,375.55505,45.558086,1496.2388,256.2706,44.91667,57.300266,48.64174,81.39184,477.02994
1516496400,64.15587,62.718212,118.749756,115.7809,88.62569,88.25032,5.475,2.813,3.737,2.7,8.5,8.456,372.86093,48.296146,1501.7468,292.8432,46.262585,58.589108,50.5154,81.04103,476.77982
1516496460,62.751198,63.311485,117.564804,116.376945,87.189285,86.12257,5.075,2.563,3.775,2.688,8.738,9.588,376.12408,47.503895,1501.9094,283.50006,46.400116,58.691875,50.349957,81.43149,476.96005
1516496520,62.81319,63.10445,118.35477,115.459816,89.16568,90.125595,5.296,2.613,3.713,2.621,9.488,9.671,375.42734,49.923737,1507.0132,286.6879,46.57993,58.766296,50.63324,81.418564,476.60992
1516496580,62.688107,64.60447,114.81303,114.85422,87.81188,89.353226,5.67,2.904,3.746,2.721,9.479,9.267,374.6284,49.19917,1583.2352,273.41656,46.688328,58.870235,50.64989,81.422874,476.4999
1516496640,61.98494,62.781204,115.45361,114.095245,89.202774,89.264366,5.122,2.569,3.631,2.863,8.872,9.566,374.82346,51.25286,1518.1462,240.56126,46.784187,58.956272,50.742844,81.41695,476.5701
1516496700,63.020184,63.79196,115.396645,112.60511,89.31253,88.45961,5.238,2.929,3.713,3.033,8.929,9.721,375.14862,49.95075,1297.8115,257.76923,46.83332,59.00238,50.86678,81.39787,476.3899
1516496760,62.49993,62.479443,115.68614,113.20752,91.50002,91.956024,5.429,3.154,3.792,2.725,9.116,9.817,374.93185,50.327686,1506.5753,277.78046,46.959106,59.062393,50.86678,81.40951,476.6701
1516496820,62.72906,62.83296,115.25035,114.146904,89.43797,89.374825,5.875,2.529,3.475,2.65,9.125,9.012,375.07358,50.34483,1506.6796,287.76968,47.081673,59.171013,51.06659,81.41468,476.43
1516496880,61.666424,62.874958,112.915886,114.167564,89.50069,90.77173,5.516,2.937,4.021,2.738,9.175,10.067,374.22943,50.833466,1509.3481,293.2283,47.05458,59.273773,51.166496,81.40822,476.39993
1516496940,63.31241,61.56243,112.75111,109.56284,89.68578,90.93617,4.737,2.412,3.812,2.738,9.2,9.074,374.63766,52.022415,1513.568,321.68842,47.12313,59.38824,51.1998,81.40064,476.26984
1516497000,62.296257,62.13959,114.56317,111.732475,88.37558,89.18713,5.206,3.203,3.769,2.622,9.328,9.034,374.17316,50.536453,1505.8552,264.78256,47.20007,59.402878,51.206966,81.42341,476.11
1516497060,64.31195,61.998962,112.68643,108.752205,89.50222,89.25191,5.55,3.019,3.562,2.875,9.45,9.088,374.17316,52.77416,1526.5774,290.99722,47.29263,59.480167,51.40004,81.4121,476.27014
1516497120,62.354923,62.16596,113.62577,110.31308,88.66699,90.93617,5.52,3.421,3.754,2.683,9.058,9.354,374.17316,50.833466,1506.3461,282.0213,47.203056,59.419983,51.28341,81.41425,476.17987
1516497180,61.50094,63.54733,112.93936,112.37384,90.412186,88.734924,5.353,2.885,3.675,2.684,9.378,9.525,374.17316,44.500072,1137.095,263.1256,47.46218,59.541344,51.494232,81.40014,476.0899
1516497240,61.749996,61.975525,113.3124,110.68581,89.876236,90.68702,5.506,2.79,3.762,2.569,9.225,9.025,374.17316,41.49566,1482.4078,256.81348,47.46889,59.67635,51.58168,81.40628,476.24005
1516497300,62.812084,63.854458,111.437584,109.87597,92.46419,92.06233,5.5,2.691,3.854,2.829,9.308,10.309,374.17316,43.395794,1491.0266,228.91808,47.53333,59.697983,51.49717,81.63922,475.85986
1516497360,61.33324,63.457973,111.24972,110.31308,92.43621,91.103935,5.471,2.783,3.921,2.8,9.492,9.913,373.26834,41.922688,1468.2434,264.18854,47.545124,59.760647,51.360077,81.42934,476.13004
1516497420,62.000717,62.625927,110.187195,107.9368,91.43884,92.43606,5.749,3.225,3.762,2.95,9.938,9.612,374.70523,43.90883,1462.2307,280.37378,47.616604,59.748863,51.518845,81.63706,476.00998
1516497480,62.750095,62.603466,107.855804,108.31191,90.77188,91.000946,5.625,2.996,3.792,2.733,9.252,10.096,374.51456,43.78342,1487.4574,279.66516,47.647404,59.831482,51.566544,81.66895,475.95984
1516497540,62.014824,61.594658,107.766495,107.423004,91.96889,90.01556,4.985,2.753,3.475,2.828,9.259,9.781,374.7151,43.382557,1483.4899,293.31216,47.699955,59.87452,51.524918,81.66131,475.86987
1516497600,60.84385,62.05053,108.06369,108.52173,92.647316,93.331345,5.517,3.071,4.033,2.908,9.454,10.454,374.44412,43.270386,1487.1321,280.50082,47.699955,60.003624,51.671513,81.63534,475.78995
1516497660,61.751656,62.49995,111.3144,107.37412,92.310776,91.68861,5.55,2.85,3.913,2.75,9.35,10.288,374.9191,44.011436,1493.9037,221.99857,47.69996,60.078907,51.529915,81.63771,475.7799
1516497720,61.124035,62.031193,109.41044,106.40613,90.750465,92.844666,5.513,2.819,3.912,2.819,9.307,9.806,374.33417,42.31349,1481.9075,296.96692,47.759495,60.05632,51.55778,81.69653,475.6398
1516497780,60.91704,62.041935,107.06276,106.0628,91.37459,92.605484,5.137,2.954,3.767,2.733,9.579,9.796,374.90237,43.03937,1490.2344,265.8341,47.711864,60.153748,51.63329,81.64568,475.7799
1516497840,61.06094,61.688416,107.0643,105.25217,91.374596,91.93775,5.412,2.95,3.5,2.6,9.25,9.937,374.17316,40.98322,1487.2489,225.9347,47.83332,60.203873,51.623734,81.643524,475.47995
1516497900,61.811428,61.623955,108.75047,107.43611,91.374596,91.56403,6.038,2.85,3.937,2.7,10.038,9.65,374.17316,42.07019,1487.5741,276.00293,47.9,60.227715,51.499943,81.649994,475.47995
1516497960,60.2897,62.780838,108.07889,107.45459,92.07099,93.25888,5.286,3.127,3.716,2.663,9.514,9.706,374.17316,43.312115,1303.7533,272.34222,47.9,60.25815,51.599846,81.649994,475.5301
1516498020,60.72866,63.600704,106.84674,107.16178,91.455765,91.93916,5.127,3.285,3.47,2.616,9.859,9.308,374.17316,44.554035,1439.3672,297.7712,47.9,60.288586,51.599846,81.649994,475.24988
1516498080,62.063805,63.498985,106.99962,105.6861,90.25025,91.18532,5.613,3.087,3.525,2.688,9.775,9.225,373.97574,43.265205,1487.2489,311.69028,47.91569,60.268547,51.61657,81.64831,475.31006
1516498140,61.228085,63.020466,108.71044,106.39659,93.0634,91.751724,5.529,2.919,3.833,2.625,9.412,9.808,373.4117,43.190582,1484.3551,293.35532,47.951866,60.3949,51.64297,81.65689,475.1599
1516498200,61.499947,62.900146,107.762794,104.02572,92.71095,92.85065,5.442,3.132,3.638,2.925,9.963,9.732,373.77832,44.158028,1487.509,253.54962,47.995476,60.315857,51.559883,81.63396,475.1599
1516498260,61.18713,63.062454,106.56076,104.90202,95.24783,91.7484,5.988,2.95,3.637,2.612,9.662,9.312,373.25497,44.98871,1494.5792,265.43906,48.000023,60.498978,51.515717,81.66939,475.23987
1516498320,60.561726,61.957947,108.37475,104.98036,93.39687,92.74999,5.596,2.948,3.521,2.654,9.621,9.608,374.33572,44.744392,1499.8997,270.12552,48.000023,60.498978,51.516594,81.83574,474.7399
1516498380,61.01528,63.704067,108.561066,104.37716,94.233635,91.4843,5.605,3.556,3.816,2.766,9.656,9.956,374.17316,44.445778,1492.1523,257.43875,47.970245,60.58499,51.658375,81.85427,474.92984
1516498440,61.271255,62.16596,107.60326,105.605034,92.41632,92.97921,5.546,3.004,3.683,2.883,9.6,9.55,374.17316,45.2397,1500.2333,225.75009,47.924435,60.54834,51.566544,81.86849,475.01007
1516498500,61.62547,62.250923,105.248764,103.43539,95.56448,92.311485,5.888,2.926,3.762,2.8,9.5,9.9,374.17316,44.5978,1494.9044,224.87476,48.000023,60.5592,51.70018,81.86849,475.0198
1516498560,60.061398,62.124943,106.563065,103.18742,92.15704,93.06143,5.294,2.844,3.683,2.869,9.694,9.794,374.17316,44.92131,1492.903,271.906,48.100048,60.551674,51.530823,81.828415,474.8399
1516498620,60.811886,62.37397,105.75231,103.24942,92.9395,90.7518,5.55,3.075,3.613,2.85,9.15,10.288,374.17316,43.4984,1486.8987,297.62494,48.100048,60.60437,51.599846,82.2693,474.58005
1516498680,60.187588,61.45794,105.8755,103.35591,94.4998,94.5854,5.142,3.025,3.658,2.713,9.588,10.567,373.67963,44.65277,1487.9077,306.47977,48.06781,60.656475,51.690865,81.81894,474.78003
1516498740,60.262634,61.87474,104.95033,104.310875,93.674675,91.80023,5.635,3.118,3.775,3.047,10.025,10.442,374.95352,44.337193,1283.9915,284.8399,48.018208,60.677277,51.663338,82.058815,474.8499
1516498800,59.780792,62.157173,103.063675,102.40541,94.35869,94.75192,5.294,2.95,3.763,2.816,9.691,10.115,374.9454,44.46517,1493.9788,229.12651,48.026695,60.63024,51.665974,82.05047,474.7399
1516498860,60.689014,61.500908,106.625435,102.06208,94.311646,96.562004,5.313,3.025,3.762,2.562,9.163,10.387,374.32556,43.190582,1491.9022,225.37494,48.100044,60.697342,51.644016,82.081825,474.58005
1516498920,60.399452,62.07455,106.6014,103.80065,93.62603,95.82452,5.73,2.87,3.688,2.67,9.79,10.64,374.17316,47.375637,1502.4999,273.13986,48.20007,60.80462,51.679943,82.06243,474.6001
1516498980,60.001625,61.998962,105.248764,103.56175,94.37589,94.31466,5.838,3.15,3.95,2.75,9.687,10.175,374.36826,46.99086,1503.2355,259.56165,48.18296,60.74234,51.70018,82.07536,474.37003
1516499040,59.832264,61.75091,106.62543,105.33164,94.167854,94.72991,5.604,3.208,3.929,2.804,9.758,10.429,374.38992,46.599953,1496.2388,300.50113,48.15664,60.76949,51.748173,82.11212,474.59006
1516499100,59.749245,62.936478,105.373505,104.188805,94.25199,93.24829,5.763,2.95,3.663,2.937,10.363,9.9,374.7403,46.339344,1494.5792,311.94037,48.130318,60.899475,51.800087,82.05661,474.44995
1516499160,61.18713,62.37397,102.93739,102.37679,94.06383,93.627,5.988,3.037,4.488,2.838,9.925,10.6,374.17316,46.43242,1502.585,276.18753,48.103996,60.899475,51.599846,82.0495,474.43994
1516499220,59.625275,61.604427,105.35503,103.22875,94.4585,93.41605,5.679,3.508,3.913,2.921,10.45,9.963,374.17316,43.32739,1484.9055,259.78992,48.100048,60.899475,51.70767,82.07924,474.37003
1516499280,60.202526,62.296333,101.01485,100.37524,95.107864,94.67344,4.897,2.806,3.816,2.547,9.659,10.807,373.5899,44.581512,1440.1522,259.23264,48.269653,60.833076,51.78146,82.06728,474.23996
1516499340,60.001625,60.873947,103.93678,102.24805,93.75177,95.814545,5.225,3.15,3.7,2.788,9.687,10.425,373.899,43.4984,1495.8401,324.93976,48.220078,60.899475,51.649906,82.07536,474.19983
1516499400,59.720192,61.62469,101.92376,102.49958,95.43944,96.71772,5.053,2.894,3.537,2.672,9.988,9.85,373.35062,45.08188,1495.58,221.97028,48.300095,60.899475,51.67823,82.08021,474.0199
1516499460,60.718903,62.15571,104.43802,103.93846,96.56262,95.592804,5.569,2.881,3.994,2.744,9.9,11.163,374.84378,43.80622,1492.903,274.34155,48.300095,60.899475,51.680115,82.33136,474.09985
1516499520,59.751144,61.81146,102.860405,103.095634,93.67261,96.14218,5.378,3.206,3.603,2.866,10.063,10.286,375.14862,44.076588,1482.4078,304.60846,48.300095,60.899475,51.599846,82.33298,473.82996
1516499580,60.84343,61.594666,102.93662,102.96808,94.876114,96.18828,5.681,3.238,3.769,2.956,9.925,10.6,374.83896,45.311356,1498.9072,269.3752,48.248764,60.926167,51.626938,82.5531,474.0099
1516499640,59.979485,62.14545,104.666695,101.6663,94.749146,94.894356,5.191,2.979,3.783,2.896,10.137,10.416,374.48026,44.08124,1495.2463,254.14473,48.28191,60.967228,51.687138,82.32705,473.86005
1516499700,60.313774,61.500908,102.12587,101.68537,96.24827,93.93595,5.263,2.987,3.663,2.887,9.4,10.149,374.17316,43.741417,1474.9149,288.8118,48.22376,60.899475,51.599846,82.33136,473.93997
1516499760,59.87544,61.74994,101.626945,99.310684,94.1235,95.74977,6.237,2.987,3.962,2.95,10.412,9.913,374.38727,44.011436,1482.5704,307.37302,48.276405,61.004868,51.636703,82.32489,473.81992
1516499820,60.811886,62.748974,103.123726,101.56139,94.6237,92.74999,5.613,3.175,4.1,2.838,10.212,10.213,375.10104,44.011436,1493.5785,213.12585,48.28797,61.004868,51.70018,82.326324,473.72998
1516499880,60.313774,62.438427,103.43786,100.25007,94.1235,95.1651,5.275,3.087,3.825,2.638,10.025,10.387,375.14862,43.70051,1485.1306,313.3755,48.30962,60.98981,51.599846,82.32489,473.62997
1516499940,60.405922,61.516293,102.59361,101.92141,93.65425,95.22033,5.038,2.759,3.659,2.816,9.778,9.853,374.59122,45.244926,1502.6538,289.29858,48.35725,60.964073,51.62493,82.34493,473.69016
1516500000,59.483585,61.985046,103.07752,100.343056,95.532364,96.39008,5.532,3.244,3.825,2.809,9.906,10.216,374.17316,46.490322,1494.5708,265.37506,48.37511,61.093266,51.53675,82.30809,473.5701
1516500060,59.827282,60.969162,104.42069,100.85924,95.87425,96.5944,5.904,3.044,3.75,2.8,10.034,10.259,374.17316,46.57203,1510.9911,267.98474,48.38761,61.099724,51.69226,82.320854,473.47012
1516500120,60.12449,60.5634,101.18808,99.74938,96.312515,94.31466,5.025,2.888,4.2,2.8,10.225,10.338,374.17316,44.445778,1494.2289,250.31378,48.300095,61.099724,51.642845,82.32489,473.56006
1516500180,59.4371,60.999928,103.49791,102.686745,97.1248,97.12509,5.325,3.037,3.937,2.887,10.475,10.762,373.72552,46.665104,1309.595,267.24936,48.33221,61.040054,51.625263,82.36885,473.4999
1516500240,60.582752,61.832947,100.64758,99.60474,98.313385,96.7281,5.413,3.529,3.75,2.742,9.862,10.425,373.4681,45.720764,1494.6876,256.74896,48.387268,61.036488,51.665398,82.3292,473.3999
1516500300,59.686153,62.874954,102.56474,100.002106,96.312515,96.063705,4.675,2.95,3.775,3.037,9.725,9.85,373.4474,50.996346,1509.5651,328.68536,48.34253,61.08072,51.6159,82.33136,473.40994
1516500360,60.781998,61.780697,102.46889,100.42173,94.65698,95.68873,5.706,3.166,3.928,2.788,10.666,10.813,374.17316,50.312256,1516.0759,315.95538,48.3251,61.17174,51.621346,82.45112,473.20996
1516500420,59.172264,61.31194,101.22041,99.50023,94.374756,94.58,5.325,3.209,3.891,2.891,10.178,11.072,374.17316,48.701015,1460.4106,270.28033,48.37511,61.098316,51.514214,82.4572,473.25006
1516500480,59.62638,60.437416,100.689156,101.437416,96.87698,96.063705,5.699,3.087,4.1,2.5,9.925,11.55,374.37234,48.226345,1497.5814,313.50052,48.300095,61.18393,51.63458,82.45677,473.0799
1516500540,59.5143,61.405697,99.38872,100.35974,95.25013,97.46642,5.306,3.388,4.037,2.791,9.781,10.909,374.67877,48.951706,1497.9817,290.79623,48.364815,61.151333,51.675095,82.45322,473.0598
1516500600,59.233704,61.625423,101.04602,99.6099,97.686966,95.48567,5.166,3.275,3.988,2.669,10.053,10.509,374.9852,48.517464,1505.9374,240.92302,48.300095,61.118736,51.681366,82.461205,472.93005
1516500660,60.07041,60.97532,102.52594,99.40034,98.02427,97.013466,5.338,3.265,3.747,2.695,10.08,10.865,374.67084,51.48238,1496.976,275.46222,48.300095,61.175003,51.628513,82.64055,473.02002
1516500720,59.09506,61.030685,100.65451,99.563416,98.40517,98.029495,5.281,3.094,3.744,2.756,10.569,11.176,374.17316,48.668438,1505.3997,298.37524,48.300095,61.099724,51.60006,82.62808,472.9501
1516500780,60.373547,61.125904,101.50221,98.31407,97.50111,96.562004,5.663,3.512,3.713,2.638,10.163,10.725,374.98257,49.33582,1506.5629,281.4397,48.31977,61.299973,51.70018,82.63132,472.92
1516500840,60.562828,62.49995,99.87609,100.25007,96.93664,93.18849,5.213,3.188,4,2.512,10.375,10.85,374.59314,48.438435,1500.2333,228.68582,48.316765,61.299973,51.629948,82.61192,472.88992
1516500900,59.500195,61.24895,99.68668,100.812744,98.06098,95.435844,5.213,3.1,3.725,2.987,9.825,10.85,374.17316,49.67745,1511.5665,310.87445,48.300095,61.253246,51.70018,82.580894,472.75012
1516500960,59.854404,61.43841,100.64758,99.8972,96.269684,95.854416,5.671,3.308,3.763,2.879,10.091,10.43,374.17316,49.2639,1504.4114,330.6549,48.400116,61.299973,51.56669,82.611275,472.63007
1516501020,59.906982,61.43792,99.78139,99.656395,96.81274,97.34434,5.213,3.206,3.788,2.469,9.956,10.782,374.17316,52.26673,1511.7417,329.87335,48.400116,61.299973,51.425014,82.62485,472.79996
1516501080,60.12449,60.375893,100.62448,98.62403,95.93621,96.75136,5.075,3.2,4.012,2.975,9.625,11.337,373.84415,50.019073,1502.585,320.3724,48.400116,61.25932,51.610992,82.62485,472.6401
1516501140,60.390152,61.608578,101.07721,100.34543,99.20254,96.23437,5.685,3.194,3.881,2.7,10.178,11.012,373.4834,50.475132,1511.5665,301.20233,48.400116,61.24577,51.675095,82.60481,472.55988
1516501200,59.950485,62.049355,101.58141,98.736565,97.36251,96.34916,5.69,3.217,3.515,2.957,10.515,10.977,374.35104,51.894157,1508.6494,277.62622,48.400116,61.256706,51.549896,82.73641,472.43982
1516501260,59.328346,61.21819,101.533394,100.93672,94.75106,94.35808,5.357,2.916,3.559,2.916,9.975,10.513,374.6953,48.749878,1225.0149,255.9054,48.400116,61.2876,51.58576,82.73895,472.62006
1516501320,59.40555,60.657146,99.76406,97.28171,95.36027,95.45328,5.493,3.1,3.775,2.816,10,10.134,375.0396,50.69095,1514.7313,254.32587,48.400116,61.299973,51.652195,82.76287,472.31006
1516501380,59.828945,60.936935,99.8888,99.514534,96.547714,95.64139,5.225,3.075,3.925,2.928,10.409,10.885,373.76083,51.081852,1497.2373,292.7807,48.400116,61.220924,51.65718,82.76675,472.24988
1516501440,59.109177,60.875416,100.094376,98.14003,96.15419,96.8124,5.391,3.153,3.725,2.794,10.625,11.569,374.59726,50.733234,1505.3995,295.70453,48.400116,61.215206,51.524918,82.87697,472.10004
1516501500,59.40638,62.4853,101.312805,98.65503,96.57984,95.64139,5.728,3.3,4.025,3.066,10.778,11.025,374.75842,48.42412,1495.9927,302.73718,48.400116,61.275753,51.64882,82.901855,472.31006
1516501560,60.843433,61.74994,100.656815,99.18671,96.62458,97.625885,5.556,2.988,3.856,2.856,10.175,10.894,374.17316,49.404144,1499.0824,266.87418,48.400116,61.22883,51.63747,82.89863,472.32007
1516501620,59.500195,62.37397,102.12587,99.37267,99.12566,96.93573,5.199,3.112,3.962,2.9,10.375,11.1,374.17316,48.994194,1424.2532,266.43948,48.400116,61.299973,51.599846,82.86275,472.03986
1516501680,59.62638,62.312447,98.06056,99.81137,98.03345,97.37424,6.825,3.175,4,2.55,10.313,10.488,374.53204,50.996346,1508.9146,321.56335,48.36814,61.299973,51.70018,82.86921,471.9499
1516501740,58.922382,62.109562,101.35901,99.798256,97.951996,95.74977,5.607,3.278,3.909,2.766,10.4,10.574,375.0842,50.938858,1509.8965,255.15656,48.31895,61.299973,51.506756,82.89863,472.0201
1516501800,59.468647,61.218193,100.15789,98.6884,98.8136,97.43652,5.537,3.273,3.769,2.65,9.963,11.563,373.7253,51.060474,1515.5693,271.93878,48.33168,61.299973,51.69326,82.8815,471.86996
1516501860,59.833374,60.95793,100.27031,99.23121,97.37567,96.311195,5.754,3.234,3.8,2.742,9.829,11.004,373.5151,51.90841,1516.1199,309.93756,48.338566,61.299973,51.533245,83.212265,471.8499
1516501920,59.468643,61.156666,99.84376,98.78139,97.96921,96.123505,4.975,3.069,4.106,2.844,9.937,11.444,374.17316,51.431854,1337.0898,303.1242,48.300095,61.299973,51.519966,82.86216,471.7399
1516501980,61.436184,61.275738,98.9383,96.936,96.43642,97.87254,5.175,2.987,3.9,2.362,9.788,11.062,366.48618,50.019073,1491.2518,317.3116,48.352486,61.32295,51.5896,80.918205,471.62988
1516502040,59.82894,62.092716,101.12456,98.04705,96.583275,97.46892,5.091,2.878,3.9,2.284,9.759,10.956,359.37448,48.687054,1474.7336,289.84348,48.36045,61.3583,51.308456,78.94198,471.6101
1516581900,76.1241,76.18879,136.75183,136.62434,84.749084,85.186226,5.487,2.732,3.175,2.3,7.975,7.975,372.75253,48.016872,1503.2427,296.12616,41.799904,53.355537,44.900024,80.39352,477.4599
1516581960,75.06115,75.04245,138.05112,131.62692,87.111176,84.82996,5.501,2.705,3.2,2.488,8.637,9.195,375.14862,47.984818,1490.6855,289.86877,42.228058,54.172844,45.23136,81.47184,477.4599
1516582020,74.12462,73.78166,135.09338,130.68796,86.90649,84.12575,5.137,2.588,3.2,2.306,9,9.506,375.14862,47.503967,1497.2377,292.6239,42.649967,54.718163,45.700138,81.17066,477.37988
1516582080,73.18808,72.520874,132.13564,129.749,86.7018,83.42154,4.774,2.47,3.2,2.125,9.363,9.817,375.14862,47.023113,1503.7898,295.37903,43.071877,55.263477,46.168915,80.86948,477.34988
1516582140,73.34247,70.71832,129.21922,126.905396,83.43905,85.21814,5.875,2.794,3.381,2.531,8.4,9.494,376.64432,49.677055,1508.9148,279.03302,43.400024,55.917507,46.749897,81.35662,477.2399
1516582200,72.468956,70.50061,129.99942,128.2959,87.07804,86.24916,5.481,2.706,3.363,2.575,9.656,10.281,374.93185,49.50609,1497.2377,283.4398,43.70005,56.24984,47.049988,81.13757,477.4399
1516582260,72.00122,69.93859,125.81108,124.81477,83.12714,86.502,5.35,2.975,3.375,2.8,10.037,10.337,374.36826,48.993183,1504.2266,318.75287,44.00007,56.613342,47.499935,81.13142,477.0099
