时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,导叶开度,水头
1516387380,63.406548,68.96872,87.59471,84.311615,112.09327,114.28266,6.3,4.925,3.894,2.669,11.044,8.769,-379.537,45.354374,1480.2467,294.65726,78.3465,467.72006
1516387440,64.37603,69.05388,87.29608,86.03198,115.73392,115.514114,6.565,4.672,3.784,2.675,11.228,8.484,-379.537,45.629158,1480.0803,290.5775,78.31688,467.90997
1516387500,62.72822,69.562126,86.125885,83.00028,113.061455,113.876564,6.875,4.913,3.812,2.788,10.75,8.175,-380.83875,44.01141,1483.4666,284.35556,78.32258,467.88007
1516387560,63.718826,68.21866,88.094086,84.59377,113.311386,115.751434,6.056,4.669,3.412,2.625,11.056,8.719,-378.59833,44.74385,1478.0647,306.65576,78.31227,468.09988
1516387620,63.624123,67.31328,86.31232,83.75136,114.49961,112.43679,6.143,4.325,3.575,2.662,11.3,8.875,-378.80484,42.295025,1476.5745,226.00005,78.31293,467.95013
1516387680,62.919838,68.40585,87.59271,84.035545,112.43953,115.59322,5.85,4.369,3.45,2.438,10.781,8.706,-379.537,44.8689,1465.5713,293.62292,78.33765,468.13007
1516387740,64.17254,69.18777,87.609695,86.374016,113.498215,113.68671,6.325,5.15,3.387,2.65,10.55,8.062,-379.0489,44.987995,1474.8182,293.37366,78.31523,468.05008
1516387800,63.950222,68.53834,87.40135,83.713196,116.32504,119.887764,6.21,4.79,3.463,2.477,10.765,8.465,-379.6346,42.317028,1470.9863,282.17383,78.240135,468.14005
1516387860,64.312675,69.12405,86.18847,84.75008,115.50101,112.18893,6.025,4.325,3.613,2.725,11.05,8.65,-379.3743,42.985546,1476.9204,223.68715,78.28791,468.08994
1516387920,64.02002,68.56294,87.666626,84.83263,115.084175,117.54017,5.941,4.596,3.792,2.867,10.946,9.013,-380.02512,42.985546,1474.5787,233.66443,78.28076,468.15002
1516387980,63.250404,68.43638,86.37424,85.81376,110.37446,111.44003,5.888,4.488,3.575,2.4,10.563,8.638,-379.4673,42.497253,1439.9059,272.8138,78.26289,468.26987
1516388040,62.8127,69.93649,85.56126,84.25072,110.060585,117.062004,6.338,4.575,3.675,2.5,10.95,8.85,-378.07266,41.5693,1471.9177,215.81252,78.28791,468.31003
1516388100,62.87413,68.37531,87.37499,84.12486,111.62496,113.24897,5.774,4.288,3.475,2.562,11.238,8.437,-378.51196,42.275303,1458.586,287.87802,78.31293,468.35986
1516388160,63.063545,69.43734,86.31232,84.18576,112.561584,115.56422,6.613,4.85,3.712,2.85,10.9,8.175,-378.6584,42.00896,1474.2329,231.50076,78.18126,468.39005
1516388220,63.957733,67.66729,85.81294,84.54167,110.60364,111.39608,5.621,4.446,3.667,2.583,10.738,8.559,-378.3389,42.7414,1470.5784,235.79416,78.16502,468.30005
1516388280,63.249123,68.71915,86.77974,83.46716,113.47082,114.374954,5.931,4.731,3.569,2.456,11.313,9.338,-378.3389,43.718307,1476.2463,276.39502,78.2664,468.44983
1516388340,63.063545,69.62585,86.436165,84.87593,111.560196,113.876564,5.937,4.9,3.475,2.612,10.862,8.5,-379.0489,42.301937,1451.907,285.4973,78.131226,468.49
1516388400,63.354496,68.58418,86.376236,82.89473,113.207596,117.52259,6.333,4.479,3.779,2.696,10.95,8.455,-379.64966,43.64503,1473.6917,291.89786,78.18741,468.56003
1516388460,63.87497,68.0629,87.79313,85.10329,112.37393,115.22845,6.192,4.45,3.629,2.713,11.329,8.862,-379.6997,43.518993,1472.3523,292.66656,78.10621,468.72003
1516388520,63.87497,68.812515,86.376236,83.812256,113.12622,117.664986,5.783,4.225,3.667,2.479,10.875,8.717,-379.537,43.498478,1484.5841,296.605,78.189606,468.77985
1516388580,63.844254,70.09447,87.59471,84.18779,111.81178,113.31226,6.137,4.575,3.506,2.525,10.944,8.856,-377.70657,43.156525,1469.4031,271.56238,78.19575,468.74
1516388640,64.015755,70.35864,86.407196,84.311615,112.37476,114.11126,6.791,4.391,3.584,2.562,11.166,8.544,-379.5814,44.597363,1475.9026,287.2981,78.19086,468.88007
1516388700,62.24956,69.457695,86.91689,84.35356,116.04239,114.395164,6.395,4.783,3.729,2.733,10.625,8.667,-379.90308,43.498478,1477.2397,267.64542,78.15624,468.75992
1516388760,63.03219,69.62585,86.76475,83.98582,113.06354,115.70397,6.059,4.718,3.609,2.763,11.113,8.566,-378.43875,43.25551,1474.3326,260.01324,78.067696,468.88007
1516388820,63.437263,68.20893,86.763756,85.4998,113.97816,114.06115,6.704,4.712,3.787,2.55,10.883,8.838,-377.2049,43.528652,1470.8002,314.5609,78.09173,468.97003
1516388880,63.749542,68.31159,87.87437,83.81225,113.622765,112.50008,6.15,4.637,3.913,2.987,11.238,8.638,-379.4673,42.985546,1470.9065,285.74826,78.087776,468.99994
1516388940,62.906124,68.90049,85.531296,82.6552,115.96932,115.62486,6.343,4.7,3.575,2.5,10.719,8.569,-378.42764,42.943085,1473.7406,299.65607,78.08573,468.99994
1516389000,63.14631,68.66737,85.77166,84.812325,113.685875,113.481026,6.021,4.529,3.637,2.838,10.65,8.091,-380.68378,43.395893,1476.4548,243.12393,78.06671,468.99994
1516389060,64.70303,68.624886,87.65764,83.6255,112.1568,114.72039,6.184,4.45,3.694,2.475,11.015,8.515,-378.5608,42.00896,1469.8536,232.86069,78.07988,469.1799
1516389120,63.395454,68.64613,87.582726,85.2102,112.33241,116.749084,5.983,4.271,3.542,2.508,11.013,8.508,-379.7462,41.42275,1462.3558,291.1857,78.07944,469.0401
1516389180,64.06268,69.24972,87.3124,84.87594,118.251114,116.292015,5.913,4.125,3.558,2.588,11.112,8.613,-377.74725,41.667004,1465.6821,273.72946,78.05398,469.10983
1516389240,62.792217,69.16653,87.167244,83.7906,111.87572,116.1461,6.635,4.416,3.846,2.675,11.254,8.613,-380.43677,42.66002,1472.5741,271.9592,78.0414,469.18985
1516389300,62.417645,68.39655,87.54144,84.08427,114.708855,115.48159,5.908,4.029,3.612,2.533,11.421,9.213,-379.3743,44.75821,1472.6805,312.62784,78.05398,469.31003
1516389360,62.87498,68.41691,85.45738,84.25072,112.16468,114.708084,6.454,4.658,3.575,2.729,11.283,8.667,-378.83194,44.86592,1478.0204,257.0193,78.035545,469.19983
1516389420,63.094265,69.53159,86.406204,83.6255,115.936935,119.93892,6.675,4.606,3.506,2.569,11.119,8.506,-379.537,42.204277,1463.5754,301.40936,78.03774,469.4
1516389480,63.797543,68.71848,87.07836,85.29613,112.70482,117.436455,6.238,4.528,3.906,2.606,10.791,8.475,-378.21213,42.7414,1470.4143,264.98663,78.02655,469.46008
1516389540,62.50041,69.28069,86.2504,84.7176,114.97042,119.03181,6.581,4.675,3.75,2.669,11.038,8.819,-377.9425,41.276196,1470.9065,243.71967,77.975204,469.56
1516389600,63.68811,69.06298,86.376236,84.12486,114.87327,112.43679,6.338,5.425,3.575,2.538,11.275,9.613,-379.49945,42.00896,1462.5776,316.3719,78.00614,469.47003
1516389660,63.354496,69.62497,86.36539,83.04088,114.31196,116.06172,5.658,4.363,3.771,2.508,10.854,8.933,-378.39807,41.268055,1462.6752,306.06226,77.987274,469.65
1516389720,62.374985,69.75064,85.1258,85.687904,115.68534,115.311066,6.188,4.437,3.725,2.55,11.762,9.125,-379.85284,41.116898,1473.5676,243.30934,77.97455,469.71005
1516389780,63.50126,68.43638,85.56126,83.43875,110.872665,114.87334,5.962,4.088,3.475,2.413,10.9,9.087,-380.02512,40.468414,1456.5637,303.9393,77.956375,469.82993
1516389840,62.646317,69.395744,85.68643,83.5849,114.22726,114.479546,5.771,4.638,3.725,2.7,11.433,8.929,-377.8557,40.430374,1462.4623,250.70692,77.90828,469.81
1516389900,62.500412,68.25053,86.12455,83.06118,112.37725,116.249825,7,4.75,3.512,2.413,11.088,8.688,-379.537,41.36779,1471.2524,256.06067,77.91267,469.8701
1516389960,62.812695,68.87535,85.915474,84.62558,119.749054,116.376396,6.02,4.592,3.821,2.704,11.392,9.213,-378.94043,41.565342,1468.2367,298.1899,77.935486,469.73
1516390020,63.249546,68.541695,86.37491,84.48078,109.83141,109.04216,5.696,4.771,3.617,2.636,11.009,9.133,-377.76758,42.9281,1463.4646,276.187,77.97717,469.99994
1516390080,62.436417,68.624886,85.18572,83.81225,113.622765,115.12648,6.613,4.9,3.75,2.562,11.338,8.888,-378.677,42.985546,1464.9193,309.06018,77.9311,469.8701
1516390140,64.25124,69.31255,87.06338,83.12614,112.561584,117.93747,6.288,4.425,3.625,2.45,10.55,8.55,-378.3167,42.985546,1452.9182,266.75012,77.937675,469.92987
1516390200,63.250404,70.687874,86.06063,83.6255,113.00001,114.93662,5.512,4.475,3.275,2.463,11.3,8.213,-377.65427,42.095566,1461.9124,305.06522,77.90608,470.13004
1516390260,63.81354,69.08244,85.646484,84.54303,112.12648,115.54137,6.034,4.525,4.096,2.687,10.954,8.45,-378.6469,41.803787,1345.1473,294.43683,77.90213,469.97003
1516390320,62.624557,70.313515,86.0007,84.68918,114.37506,114.06116,6.025,4.237,3.575,2.6,10.812,8.875,-376.77103,40.98309,1470.9065,228.62491,77.88028,470.2801
1516390380,64.125824,70.4383,87.06338,83.25199,113.648674,116.12325,6.313,4.475,3.663,2.612,10.862,8.688,-378.85364,41.393436,1469.8954,227.31586,77.819176,470.22998
1516390440,64.187256,68.854996,84.85414,83.040886,113.60449,116.25158,5.904,4.437,3.871,2.717,10.65,8.566,-378.3389,41.05148,1457.1625,303.84436,77.859344,470.09985
1516390500,63.124123,69.31167,86.33495,82.87578,111.16661,115.66793,5.996,4.788,3.696,2.452,11.15,8.875,-377.42184,39.48428,1465.4692,262.50192,77.87909,470.2599
1516390560,62.999554,69.49929,84.95801,82.29116,115.708595,115.60641,5.892,4.225,3.754,2.617,10.966,8.521,-377.95062,40.222515,1463.8018,262.04297,77.82093,470.30005
1516390620,63.562687,70.145355,86.852974,83.958405,115.147285,115.52027,6.113,4.387,3.537,2.421,10.779,8.684,-377.95782,39.38969,1455.5703,297.95703,77.89239,470.31
1516390680,62.75126,69.376274,85.93678,85.06269,113.06477,110.19012,6.837,4.188,3.725,3.037,11.525,8.862,-377.42184,38.31186,1452.5723,290.12308,77.612465,470.3601
1516390740,63.375824,70.37458,86.500084,83.12614,116.62696,121.24948,5.8,3.7,3.525,2.4,10.737,8.024,-378.39807,38.002758,1465.9039,206.43892,77.80601,470.56
1516390800,63.042217,68.22929,86.0846,83.5213,114.64575,117.77047,6.083,4.383,3.598,2.529,11.017,8.825,-377.42184,37.310635,1457.6902,290.68604,77.83147,470.54007
1516390860,63.874966,69.62585,86.0007,82.56182,115.62556,115.875374,6.412,4,4.163,2.65,11.437,8.787,-378.07266,38.979343,1454.568,297.37372,77.787575,470.4999
1516390920,62.717987,68.68729,85.43741,83.5301,114.12595,117.312515,6.113,4.594,3.819,2.825,10.563,8.381,-377.58453,39.492275,1481.2313,276.81555,77.7935,470.63004
1516390980,63.583164,69.02049,85.12447,83.77031,114.18574,115.81385,6.096,4.308,3.388,2.767,11.358,8.537,-378.98788,39.876976,1461.5752,305.72992,78.28133,470.57993
1516391040,64.21925,68.09388,86.530045,82.498886,116.25081,113.96886,5.869,4.044,3.844,2.669,11.125,8.438,-377.2359,39.492275,1459.2513,268.06256,77.7935,470.73996
1516391100,62.792217,68.35496,85.10449,82.082756,116.2915,117.49798,5.95,4.321,3.671,2.604,11.325,9.058,-377.74725,38.7352,1266.9226,270.83328,77.78977,470.64
1516391160,63.604496,69.22936,85.70907,83.97871,111.9571,112.83234,6.542,4.5,3.483,2.617,11.083,8.684,-377.09644,38.403248,1450.0265,301.68747,77.78319,470.79007
1516391220,63.666786,68.812515,85.625175,82.58347,114.60424,114.396935,6.667,4.654,3.867,2.746,10.509,7.779,-378.1614,40.943974,1458.799,310.85532,77.84156,470.89996
1516391280,62.500412,68.25053,87.1233,85.12359,111.62496,115.189766,6.188,4.325,3.762,2.65,10.987,8,-376.8524,38.979343,1460.236,313.5028,77.712524,470.77014
1516391340,63.749546,68.729324,87.79047,84.145164,112.77249,118.18886,6.496,4.708,3.704,2.587,10.917,8.517,-378.72348,40.602802,1351.3652,273.1258,77.73711,470.97
1516391400,62.313553,69.43734,85.625175,82.37507,117.31448,119.49855,5.787,4.275,4.05,2.85,10.762,7.775,-378.07266,39.573265,1465.9039,217.25044,77.755974,470.9999
1516391460,64.06183,70.12501,84.938034,84.37657,113.7523,115.68552,6.525,4.525,3.475,2.75,11.338,8.875,-378.07266,38.979343,1457.9208,272.31186,77.687515,471.13998
1516391520,63.063545,68.624886,86.31232,82.37507,116.50241,117.062004,5.937,4.525,3.762,2.612,11.1,8.888,-376.3914,39.59486,1465.5845,257.1866,77.72438,470.97998
1516391580,63.775654,67.98767,86.3259,84.024994,115.873665,114.81322,5.618,4.075,3.613,2.686,11.08,8.66,-378.00293,39.014717,1465.9039,257.31546,77.72438,470.98993
1516391640,63.875828,69.72851,85.56259,82.70798,112.354004,115.291725,6.692,4.242,3.425,2.521,11.159,9.2,-378.39807,40.262543,1454.568,271.50247,77.72877,471.17987
1516391700,63.083168,68.4585,84.980644,84.87594,113.39525,119.35439,6.221,4.288,3.613,2.508,10.692,8.479,-377.26727,37.52782,1456.0227,292.77054,77.68795,471.17987
1516391760,63.02566,69.08042,85.90003,84.612045,113.98746,115.237236,5.87,4.425,3.6,2.769,11.183,8.981,-377.2917,37.709656,1456.7074,260.7136,77.64331,471.32993
1516391820,63.958588,68.64701,86.79172,84.312965,117.41579,116.647125,6.352,4.446,3.854,2.738,10.767,8.871,-377.89517,37.84247,1457.3531,265.58575,77.68356,471.46005
1516391880,64.12454,69.87543,86.06263,85.49912,113.094666,112.750595,6.225,4.525,3.55,2.657,11.456,8.962,-376.4131,36.342113,1448.248,268.032,77.684616,471.21005
1516391940,63.56269,69.18777,86.75177,83.6255,111.50041,117.309875,5.888,4.063,3.637,2.6,11.088,9.224,-378.85364,38.825146,1466.5692,260.68643,77.65064,471.45007
1516392000,63.81149,68.649315,85.59961,84.173584,116.57714,117.4238,6.41,4.57,3.435,2.505,10.738,9.033,-377.27948,39.59486,1474.2382,270.136,77.64986,471.42987
1516392060,63.063545,69.43734,84.43866,83.37379,114.74872,117.49974,6.275,4.625,3.675,2.838,10.887,8.938,-376.5386,37.563103,1455.8984,301.2534,77.55585,471.4999
1516392120,63.063545,68.000946,85.625175,82.687675,112.12317,117.74761,5.987,4.1,3.725,2.8,11.437,8.75,-378.07266,36.00031,1462.2317,213.18764,77.525566,471.55997
1516392180,62.374985,68.74968,84.31082,83.55161,112.75091,119.37724,5.438,4.1,3.613,2.562,10.413,8.537,-377.46252,37.19192,1449.5653,304.8753,77.58745,471.45007
1516392240,63.250404,69.31255,86.31232,85.3753,113.87685,114.4356,6.675,4.475,3.812,2.612,11.25,8.312,-377.80148,38.002758,1459.9166,222.18819,77.61905,471.63004
1516392300,63.45518,70.15686,86.50008,84.43747,113.969025,116.18917,5.944,4.337,3.55,2.481,10.85,8.381,-379.537,37.97812,1455.2466,307.5307,77.58153,471.5201
1516392360,63.437263,68.06202,84.2509,82.18831,114.12596,117.6896,5.95,4.913,3.725,2.838,11.075,8.888,-376.1202,38.002758,1453.5835,249.18987,77.56243,471.96002
1516392420,64.12496,69.29131,86.79039,83.5619,112.77083,118.79184,6.35,4.442,3.529,2.683,10.429,8.146,-377.724,36.339993,1454.6833,267.503,77.55409,471.88004
1516392480,63.56269,71.625114,84.49858,83.75136,118.25111,114.75204,6.474,4.675,3.975,2.65,10.95,9.037,-376.1202,36.601284,1454.2487,288.31213,77.59403,471.72
1516392540,63.68811,68.624886,84.874115,82.37507,111.06198,114.56217,5.95,4.088,3.762,2.538,10.65,8.413,-377.09644,36.00031,1455.8984,249.12204,77.5282,471.88004
1516392600,63.47907,69.749756,85.021935,83.563255,114.87492,116.478355,5.82,4.321,3.333,2.683,10.892,8.604,-376.48178,35.645187,1447.9066,293.35385,77.47904,471.9099
1516392660,62.92276,68.71915,85.6861,84.202,116.11131,114.609634,6.287,4.56,3.603,2.75,10.844,8.572,-377.34048,36.69787,1453.4104,295.79675,77.47346,472.05997
1516392720,62.49913,69.40681,85.625175,83.406265,113.87436,116.15753,6.425,4.606,3.738,2.481,10.944,8.588,-376.1202,37.090878,1456.75,246.43951,77.5282,471.97
1516392780,62.854504,69.04173,85.603874,83.20734,115.1041,118.398056,6.293,4.492,3.542,2.558,10.883,8.529,-377.7155,36.81413,1448.0219,273.3315,77.493515,471.96002
1516392840,64.12497,69.06297,85.93812,84.062614,115.33162,119.14695,6.541,4.637,3.587,2.579,11.262,8.595,-376.4232,36.103107,1447.3567,303.7494,77.53917,472.12006
1516392900,63.139694,69.48513,84.57649,83.498634,116.827484,115.359856,6.366,4.225,3.708,2.662,11.669,9.296,-377.51483,36.558357,1450.4967,252.7677,77.54024,472.1699
1516392960,62.812695,69.2922,85.10449,83.563255,111.93883,113.727135,5.867,4.467,3.483,2.568,10.862,8.384,-376.19254,37.025745,1468.4585,269.60333,77.49396,472.30002
1516393020,62.62584,69.376274,86.12455,80.56437,117.68813,115.12648,6.275,4.037,3.462,2.463,10.075,8.4,-379.0489,36.976894,1453.5835,276.7477,77.4808,472.22
1516393080,63.104504,68.87535,86.500084,82.81218,115.68534,123.04085,6.708,4.883,3.592,2.475,11.304,9.008,-376.34064,37.874527,1456.3508,256.852,77.493515,472.26984
1516393140,63.97906,70.00021,84.708984,83.00163,112.06338,116.79304,6.15,4.585,3.525,2.487,10.633,8.225,-377.74725,35.21904,1450.461,246.77072,77.43296,472.38
1516393200,64.06183,68.874466,86.0007,82.62678,116.811295,120.31073,6.138,4.525,3.563,2.612,10.625,8.487,-377.09644,35.023724,1448.5807,232.12476,77.4326,472.18982
1516393260,63.188118,68.9373,85.20703,82.97998,112.354004,116.334206,6.059,4.45,3.496,2.487,10.783,8.358,-377.8774,35.804993,1433.5726,275.10406,77.4628,472.47995
1516393320,63.9364,68.12574,84.68635,83.56055,114.74872,118.56506,6.575,4.625,3.337,2.6,10.638,8.938,-376.1202,36.781578,1438.256,294.3758,77.45051,472.61008
1516393380,62.75126,69.562126,85.06188,82.18831,112.437035,114.37759,6.375,4.762,3.475,2.662,11.25,9.175,-378.07266,37.41655,1457.2556,257.12555,77.400475,472.55
1516393440,63.124977,68.5001,85.24965,82.56182,115.25191,114.99991,6.188,4.725,3.488,2.738,10.3,8.362,-378.07266,36.00031,1451.2417,311.93604,77.38073,472.70004
1516393500,64.07847,68.61028,85.171745,82.610535,117.06289,115.04737,6.635,4.825,3.575,2.605,10.969,8.712,-377.27393,37.04101,1444.8286,298.41992,77.40904,472.61008
1516393560,62.52174,68.06201,85.9248,83.22899,113.20926,115.77165,6.225,4.525,3.817,2.848,10.75,8.512,-376.25687,37.660805,1450.0266,313.4983,77.40457,472.63
1516393620,62.188126,71.250755,84.063126,83.56055,116.935844,116.56098,6.713,4.388,3.525,2.987,11.375,8.715,-379.0489,36.00031,1453.5835,221.12332,77.375465,472.72
1516393680,64.03047,69.32915,84.12505,83.56156,116.56343,116.87478,5.934,4.722,3.787,2.516,11.375,8.943,-376.93372,37.090878,1454.4017,235.87726,77.401794,472.55
1516393740,63.5504,69.81171,85.46937,82.967804,114.87326,115.21877,6.177,4.388,3.806,2.685,10.994,8.575,-377.18518,36.91945,1324.5779,277.90753,77.399826,472.72
1516393800,63.311836,68.93819,85.87686,82.24921,114.310295,116.05997,5.787,4.575,3.613,2.612,10.663,8.024,-375.4694,37.318848,1448.5807,315.31378,77.35045,472.80997
1516393860,63.593403,69.71878,84.750275,82.939384,116.96822,116.249825,6.356,4.612,3.663,2.613,10.612,8.425,-376.8795,35.78329,1450.2439,243.71628,77.31336,472.64993
1516393920,62.75126,69.87543,84.43866,84.063965,114.37506,114.68874,5.937,4.725,3.575,2.838,10.8,8.35,-376.4981,34.339813,1366.9144,266.30923,77.300415,472.80997
1516393980,63.312687,68.91695,84.81286,81.60369,115.750114,115.98085,6.646,4.446,3.575,2.763,11.392,9,-377.8508,34.425304,1444.2433,290.0236,77.32499,472.9401
1516394040,63.39546,68.62577,84.895424,84.061264,112.124825,112.45965,6.458,4.646,3.533,2.575,10.875,8,-375.95752,33.672333,1442.9039,305.02,77.3206,473.13998
1516394100,62.52174,69.45858,84.895424,82.603775,113.77223,116.97938,6.195,4.559,3.654,2.625,10.596,8.091,-377.98392,35.82797,1441.3606,304.00034,77.28505,472.99988
1516394160,63.56269,68.74968,86.31232,82.62678,110.060585,114.56217,6.275,4.05,3.712,2.7,10.912,8.4,-376.22867,36.00031,1451.5876,254.31076,77.300415,473.04004
1516394220,62.438126,69.52053,84.81286,81.70925,115.313354,117.33449,6.255,4.829,3.704,2.592,11.254,8.742,-376.8795,35.295,1447.9066,273.4785,77.36888,473.1901
1516394280,62.87541,68.68729,83.65564,82.906906,115.90456,116.18918,5.887,3.825,3.65,2.431,10.725,8.362,-377.2917,36.781578,1453.9028,216.31442,77.28593,472.96997
1516394340,63.12498,67.95759,85.48003,82.64572,113.332146,118.02186,6.295,4.463,3.704,2.646,10.9,8.542,-377.42184,37.923847,1448.4655,302.54205,77.30861,473.4401
1516394400,64.2922,68.41691,85.10449,83.16673,111.583435,117.10243,6.037,4.654,3.817,2.637,10.75,8.467,-377.8774,37.614594,1447.0284,286.70688,77.24775,473.29004
1516394460,61.89547,69.02138,85.91681,80.77007,114.418236,113.145256,6.112,4.167,3.412,2.496,10.867,9.113,-375.8096,36.325836,1444.0215,245.91838,77.24555,473.3
1516394520,62.8127,68.74968,85.1258,83.43875,113.43843,111.81447,5.8,4.088,3.95,2.363,10.663,8.413,-375.14398,35.512016,1449.9113,257.31546,77.249725,473.39993
1516394580,64.56353,68.90633,84.12505,83.00028,113.969025,119.21903,6.062,4.581,3.487,2.619,10.931,8.481,-376.9744,36.74711,1452.08,305.24835,77.25301,473.46997
1516394640,63.770023,68.624886,85.10183,83.398155,115.540855,117.772224,5.767,4.775,3.642,2.571,10.8,9.021,-377.53574,36.325836,1452.4569,308.45654,77.243355,473.61008
1516394700,63.53069,68.59436,85.593216,82.53137,114.09357,117.592026,6.213,4.494,3.631,2.8,11.137,8.937,-375.28345,37.797585,1457.7346,291.561,77.18699,473.65988
